hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,N,S,E,W,Date
18,,-7,22.0,1012.0,36.66,0,0,1,0,1,0,2011-04-15 18:00:00
19,,-6,20.0,1013.0,1.79,0,0,0,1,1,0,2011-04-15 19:00:00
20,,-3,19.0,1014.0,4.92,0,0,0,1,1,0,2011-04-15 20:00:00
21,,-2,15.0,1016.0,9.84,0,0,0,1,1,0,2011-04-15 21:00:00
22,,-1,13.0,1018.0,13.86,0,0,0,1,1,0,2011-04-15 22:00:00
23,,-3,12.0,1019.0,17.88,0,0,0,1,1,0,2011-04-15 23:00:00
0,36.0,-3,11.0,1019.0,19.67,0,0,0,1,1,0,2011-04-16 00:00:00
1,,-1,10.0,1019.0,0.89,0,0,0,0,0,0,2011-04-16 01:00:00
2,,-2,9.0,1019.0,1.78,0,0,0,0,0,0,2011-04-16 02:00:00
3,,-2,9.0,1019.0,0.89,0,0,0,1,1,0,2011-04-16 03:00:00
4,,-3,8.0,1018.0,0.89,0,0,0,0,0,0,2011-04-16 04:00:00
5,,-3,7.0,1018.0,1.78,0,0,0,0,0,0,2011-04-16 05:00:00
6,,-2,7.0,1019.0,2.23,0,0,0,0,0,0,2011-04-16 06:00:00
7,,-1,10.0,1019.0,3.12,0,0,0,0,0,0,2011-04-16 07:00:00
8,,-2,12.0,1019.0,3.13,0,0,0,1,1,0,2011-04-16 08:00:00
9,,-3,14.0,1018.0,1.79,0,0,0,0,0,0,2011-04-16 09:00:00
10,,-3,16.0,1018.0,2.68,0,0,0,0,0,0,2011-04-16 10:00:00
11,,-5,19.0,1017.0,4.92,0,0,0,1,1,0,2011-04-16 11:00:00
12,,-4,20.0,1015.0,9.84,0,0,0,1,1,0,2011-04-16 12:00:00
13,,-4,22.0,1014.0,14.76,0,0,0,1,1,0,2011-04-16 13:00:00
14,,-3,23.0,1012.0,21.91,0,0,0,1,1,0,2011-04-16 14:00:00
15,76.0,-3,24.0,1010.0,29.06,0,0,0,1,1,0,2011-04-16 15:00:00
16,87.0,-2,24.0,1009.0,36.21,0,0,0,1,1,0,2011-04-16 16:00:00
17,146.0,-1,23.0,1008.0,44.26,0,0,0,1,1,0,2011-04-16 17:00:00
18,149.0,1,21.0,1007.0,53.2,0,0,0,1,1,0,2011-04-16 18:00:00
19,121.0,2,20.0,1007.0,57.22,0,0,0,1,1,0,2011-04-16 19:00:00
20,79.0,0,20.0,1007.0,63.03,0,0,0,1,1,0,2011-04-16 20:00:00
21,58.0,0,20.0,1007.0,70.18,0,0,0,1,1,0,2011-04-16 21:00:00
22,53.0,0,19.0,1007.0,77.33,0,0,0,1,1,0,2011-04-16 22:00:00
23,56.0,1,18.0,1007.0,82.25,0,0,0,1,1,0,2011-04-16 23:00:00
0,,1,19.0,1007.0,86.27,0,0,0,1,1,0,2011-04-17 00:00:00
1,60.0,2,18.0,1007.0,0.89,0,0,0,0,0,0,2011-04-17 01:00:00
2,65.0,-1,19.0,1007.0,5.81,0,0,1,0,0,1,2011-04-17 02:00:00
3,41.0,-1,18.0,1007.0,11.62,0,0,1,0,0,1,2011-04-17 03:00:00
4,23.0,-4,17.0,1007.0,18.77,0,0,1,0,0,1,2011-04-17 04:00:00
5,20.0,-4,16.0,1008.0,25.92,0,0,1,0,0,1,2011-04-17 05:00:00
6,12.0,-3,15.0,1009.0,33.07,0,0,1,0,0,1,2011-04-17 06:00:00
7,13.0,-3,16.0,1010.0,40.22,0,0,1,0,0,1,2011-04-17 07:00:00
8,16.0,-4,17.0,1011.0,48.27,0,0,1,0,0,1,2011-04-17 08:00:00
9,22.0,-4,18.0,1011.0,57.21,0,0,1,0,0,1,2011-04-17 09:00:00
10,35.0,-4,19.0,1011.0,67.04,0,0,1,0,0,1,2011-04-17 10:00:00
11,72.0,-5,18.0,1011.0,74.19,0,0,1,0,0,1,2011-04-17 11:00:00
12,249.0,-3,18.0,1011.0,84.02,0,0,1,0,0,1,2011-04-17 12:00:00
13,76.0,-6,17.0,1011.0,92.07,0,0,1,0,0,1,2011-04-17 13:00:00
14,90.0,-4,17.0,1012.0,105.03,0,0,1,0,0,1,2011-04-17 14:00:00
15,74.0,-8,16.0,1012.0,117.1,0,0,1,0,0,1,2011-04-17 15:00:00
16,44.0,-8,17.0,1013.0,130.06,0,0,1,0,0,1,2011-04-17 16:00:00
17,93.0,-11,16.0,1013.0,142.13,0,0,1,0,0,1,2011-04-17 17:00:00
18,118.0,-11,15.0,1015.0,151.07,0,0,1,0,0,1,2011-04-17 18:00:00
19,120.0,-11,14.0,1015.0,156.88,0,0,1,0,0,1,2011-04-17 19:00:00
20,97.0,-13,14.0,1016.0,164.03,0,0,1,0,0,1,2011-04-17 20:00:00
21,14.0,-13,14.0,1017.0,171.18,0,0,1,0,0,1,2011-04-17 21:00:00
22,15.0,-14,14.0,1017.0,178.33,0,0,1,0,0,1,2011-04-17 22:00:00
23,18.0,-15,13.0,1018.0,183.25,0,0,1,0,0,1,2011-04-17 23:00:00
0,,-14,10.0,1017.0,187.27,0,0,1,0,0,1,2011-04-18 00:00:00
1,21.0,-14,8.0,1017.0,191.29,0,0,1,0,0,1,2011-04-18 01:00:00
2,10.0,-13,8.0,1017.0,195.31,0,0,1,0,0,1,2011-04-18 02:00:00
3,9.0,-14,10.0,1017.0,200.23,0,0,1,0,0,1,2011-04-18 03:00:00
4,7.0,-11,8.0,1017.0,0.89,0,0,0,0,0,0,2011-04-18 04:00:00
5,4.0,-8,7.0,1017.0,1.79,0,0,1,0,1,0,2011-04-18 05:00:00
6,6.0,-11,9.0,1017.0,3.58,0,0,1,0,1,0,2011-04-18 06:00:00
7,6.0,-11,12.0,1018.0,4.92,0,0,1,0,0,1,2011-04-18 07:00:00
8,4.0,-13,14.0,1018.0,12.97,0,0,1,0,0,1,2011-04-18 08:00:00
9,3.0,-11,15.0,1018.0,22.8,0,0,1,0,0,1,2011-04-18 09:00:00
10,5.0,-12,16.0,1018.0,9.83,0,0,1,0,1,0,2011-04-18 10:00:00
11,9.0,-11,17.0,1018.0,8.05,0,0,1,0,0,1,2011-04-18 11:00:00
12,12.0,-10,18.0,1017.0,15.2,0,0,1,0,0,1,2011-04-18 12:00:00
13,11.0,-10,19.0,1016.0,5.81,0,0,1,0,1,0,2011-04-18 13:00:00
14,11.0,-11,21.0,1016.0,5.81,0,0,1,0,0,1,2011-04-18 14:00:00
15,13.0,-9,21.0,1015.0,3.13,0,0,1,0,1,0,2011-04-18 15:00:00
16,10.0,-10,21.0,1015.0,7.15,0,0,1,0,1,0,2011-04-18 16:00:00
17,10.0,-10,20.0,1015.0,10.28,0,0,1,0,1,0,2011-04-18 17:00:00
18,15.0,-10,19.0,1015.0,12.07,0,0,1,0,1,0,2011-04-18 18:00:00
19,19.0,-7,16.0,1015.0,0.89,0,0,0,1,1,0,2011-04-18 19:00:00
20,32.0,-6,15.0,1016.0,2.68,0,0,0,1,1,0,2011-04-18 20:00:00
21,43.0,-5,14.0,1017.0,4.47,0,0,0,1,1,0,2011-04-18 21:00:00
22,65.0,-5,12.0,1018.0,0.89,0,0,0,0,0,0,2011-04-18 22:00:00
23,54.0,-4,13.0,1019.0,3.13,0,0,0,1,1,0,2011-04-18 23:00:00
0,56.0,0,10.0,1020.0,4.92,0,0,0,1,1,0,2011-04-19 00:00:00
1,63.0,1,9.0,1020.0,6.71,0,0,0,1,1,0,2011-04-19 01:00:00
2,52.0,0,8.0,1020.0,0.89,0,0,1,0,1,0,2011-04-19 02:00:00
3,53.0,1,7.0,1020.0,1.78,0,0,1,0,1,0,2011-04-19 03:00:00
4,48.0,1,6.0,1020.0,2.67,0,0,1,0,1,0,2011-04-19 04:00:00
5,62.0,1,7.0,1020.0,0.89,0,0,0,0,0,0,2011-04-19 05:00:00
6,59.0,1,6.0,1020.0,1.78,0,0,0,0,0,0,2011-04-19 06:00:00
7,93.0,2,9.0,1020.0,1.79,0,0,0,1,1,0,2011-04-19 07:00:00
8,103.0,1,12.0,1021.0,3.58,0,0,0,1,1,0,2011-04-19 08:00:00
9,79.0,-1,15.0,1020.0,5.37,0,0,0,1,1,0,2011-04-19 09:00:00
10,80.0,-3,17.0,1020.0,7.16,0,0,0,1,1,0,2011-04-19 10:00:00
11,84.0,-3,18.0,1019.0,11.18,0,0,0,1,1,0,2011-04-19 11:00:00
12,73.0,-3,20.0,1018.0,14.31,0,0,0,1,1,0,2011-04-19 12:00:00
13,52.0,-6,22.0,1016.0,19.23,0,0,0,1,1,0,2011-04-19 13:00:00
14,44.0,-6,22.0,1015.0,25.04,0,0,0,1,1,0,2011-04-19 14:00:00
15,58.0,-5,23.0,1014.0,29.96,0,0,0,1,1,0,2011-04-19 15:00:00
16,68.0,-5,22.0,1013.0,34.88,0,0,0,1,1,0,2011-04-19 16:00:00
17,86.0,-3,20.0,1012.0,39.8,0,0,0,1,1,0,2011-04-19 17:00:00
18,99.0,-3,20.0,1012.0,42.93,0,0,0,1,1,0,2011-04-19 18:00:00
19,105.0,-2,18.0,1012.0,46.06,0,0,0,1,1,0,2011-04-19 19:00:00
20,93.0,-1,19.0,1012.0,50.08,0,0,0,1,1,0,2011-04-19 20:00:00
21,120.0,0,16.0,1012.0,51.87,0,0,0,1,1,0,2011-04-19 21:00:00
22,115.0,0,15.0,1012.0,53.66,0,0,0,1,1,0,2011-04-19 22:00:00
23,91.0,1,14.0,1012.0,55.45,0,0,0,1,1,0,2011-04-19 23:00:00
0,82.0,2,13.0,1012.0,57.24,0,0,0,1,1,0,2011-04-20 00:00:00
1,84.0,1,12.0,1012.0,60.37,0,0,0,1,1,0,2011-04-20 01:00:00
2,114.0,2,12.0,1011.0,62.16,0,0,0,1,1,0,2011-04-20 02:00:00
3,97.0,2,11.0,1011.0,0.89,0,0,0,0,0,0,2011-04-20 03:00:00
4,87.0,2,9.0,1010.0,1.78,0,0,0,0,0,0,2011-04-20 04:00:00
5,91.0,2,9.0,1010.0,1.79,0,0,0,1,1,0,2011-04-20 05:00:00
6,97.0,2,9.0,1010.0,0.89,0,0,0,0,0,0,2011-04-20 06:00:00
7,121.0,3,11.0,1010.0,0.89,0,0,1,0,1,0,2011-04-20 07:00:00
8,136.0,4,14.0,1010.0,1.79,0,0,0,1,1,0,2011-04-20 08:00:00
9,160.0,4,15.0,1010.0,3.58,0,0,0,1,1,0,2011-04-20 09:00:00
10,175.0,5,17.0,1010.0,1.79,0,0,0,0,0,0,2011-04-20 10:00:00
11,166.0,5,19.0,1010.0,1.79,0,0,0,1,1,0,2011-04-20 11:00:00
12,153.0,5,20.0,1009.0,3.58,0,0,0,1,1,0,2011-04-20 12:00:00
13,165.0,5,22.0,1008.0,6.71,0,0,0,1,1,0,2011-04-20 13:00:00
14,135.0,6,22.0,1007.0,9.84,0,0,0,1,1,0,2011-04-20 14:00:00
15,270.0,6,22.0,1006.0,12.97,0,0,0,1,1,0,2011-04-20 15:00:00
16,141.0,6,22.0,1006.0,16.1,0,0,0,1,1,0,2011-04-20 16:00:00
17,137.0,7,22.0,1005.0,17.89,0,0,0,1,1,0,2011-04-20 17:00:00
18,143.0,7,21.0,1005.0,19.68,0,0,0,1,1,0,2011-04-20 18:00:00
19,157.0,7,19.0,1006.0,21.47,0,0,0,1,1,0,2011-04-20 19:00:00
20,156.0,8,19.0,1007.0,23.26,0,0,0,1,1,0,2011-04-20 20:00:00
21,189.0,8,18.0,1008.0,25.05,0,0,0,1,1,0,2011-04-20 21:00:00
22,165.0,8,17.0,1008.0,1.79,0,0,1,0,1,0,2011-04-20 22:00:00
23,195.0,7,17.0,1008.0,3.58,0,0,1,0,1,0,2011-04-20 23:00:00
0,175.0,7,17.0,1008.0,5.37,0,0,1,0,1,0,2011-04-21 00:00:00
1,157.0,6,17.0,1008.0,0.89,0,0,0,0,0,0,2011-04-21 01:00:00
2,161.0,7,16.0,1008.0,1.79,0,0,1,0,1,0,2011-04-21 02:00:00
3,167.0,8,14.0,1009.0,3.58,0,0,1,0,1,0,2011-04-21 03:00:00
4,171.0,7,16.0,1009.0,5.37,0,0,1,0,1,0,2011-04-21 04:00:00
5,160.0,7,15.0,1009.0,6.26,0,0,1,0,1,0,2011-04-21 05:00:00
6,140.0,5,17.0,1010.0,1.79,0,0,0,1,1,0,2011-04-21 06:00:00
7,161.0,4,17.0,1012.0,3.58,0,0,0,1,1,0,2011-04-21 07:00:00
8,169.0,3,17.0,1013.0,1.79,0,0,1,0,1,0,2011-04-21 08:00:00
9,113.0,9,13.0,1015.0,5.81,0,1,1,0,1,0,2011-04-21 09:00:00
10,69.0,9,12.0,1015.0,9.83,0,2,1,0,1,0,2011-04-21 10:00:00
11,44.0,8,11.0,1016.0,15.64,0,3,1,0,1,0,2011-04-21 11:00:00
12,,9,11.0,1016.0,20.56,0,4,1,0,1,0,2011-04-21 12:00:00
13,,9,11.0,1017.0,24.58,0,5,1,0,1,0,2011-04-21 13:00:00
14,,7,11.0,1017.0,29.5,0,0,1,0,1,0,2011-04-21 14:00:00
15,,8,12.0,1017.0,34.42,0,0,1,0,1,0,2011-04-21 15:00:00
16,,7,13.0,1017.0,39.34,0,0,1,0,1,0,2011-04-21 16:00:00
17,,6,13.0,1017.0,43.36,0,0,1,0,1,0,2011-04-21 17:00:00
18,,6,13.0,1018.0,47.38,0,0,1,0,1,0,2011-04-21 18:00:00
19,,5,12.0,1018.0,49.17,0,0,1,0,1,0,2011-04-21 19:00:00
20,,5,10.0,1019.0,50.96,0,0,1,0,1,0,2011-04-21 20:00:00
21,49.0,5,8.0,1019.0,0.89,0,0,0,0,0,0,2011-04-21 21:00:00
22,,6,8.0,1019.0,1.78,0,0,0,0,0,0,2011-04-21 22:00:00
23,,6,10.0,1019.0,1.79,0,0,0,1,1,0,2011-04-21 23:00:00
0,74.0,6,7.0,1019.0,0.89,0,0,0,0,0,0,2011-04-22 00:00:00
1,,7,8.0,1019.0,1.78,0,0,0,0,0,0,2011-04-22 01:00:00
2,,5,7.0,1019.0,2.23,0,0,0,0,0,0,2011-04-22 02:00:00
3,,5,6.0,1018.0,3.12,0,0,0,0,0,0,2011-04-22 03:00:00
4,,6,7.0,1018.0,3.57,0,0,0,0,0,0,2011-04-22 04:00:00
5,,4,7.0,1018.0,0.89,0,0,0,1,1,0,2011-04-22 05:00:00
6,,6,6.0,1018.0,1.79,0,0,1,0,1,0,2011-04-22 06:00:00
7,,7,8.0,1018.0,1.79,0,0,1,0,0,1,2011-04-22 07:00:00
8,,7,11.0,1018.0,4.92,0,0,1,0,0,1,2011-04-22 08:00:00
9,,7,14.0,1018.0,0.89,0,0,0,0,0,0,2011-04-22 09:00:00
10,,6,16.0,1017.0,1.78,0,0,0,0,0,0,2011-04-22 10:00:00
11,39.0,4,17.0,1016.0,2.67,0,0,0,0,0,0,2011-04-22 11:00:00
12,,3,19.0,1015.0,1.79,0,0,1,0,1,0,2011-04-22 12:00:00
13,34.0,1,20.0,1015.0,3.13,0,0,0,0,0,0,2011-04-22 13:00:00
14,70.0,1,18.0,1014.0,4.92,0,0,0,1,1,0,2011-04-22 14:00:00
15,36.0,4,14.0,1014.0,16.1,0,0,0,1,1,0,2011-04-22 15:00:00
16,28.0,3,15.0,1014.0,5.81,0,0,1,0,0,1,2011-04-22 16:00:00
17,,4,16.0,1013.0,11.62,0,0,1,0,0,1,2011-04-22 17:00:00
18,,4,16.0,1013.0,16.54,0,0,1,0,0,1,2011-04-22 18:00:00
19,,3,16.0,1013.0,21.46,0,0,1,0,0,1,2011-04-22 19:00:00
20,,3,15.0,1014.0,23.25,0,0,1,0,0,1,2011-04-22 20:00:00
21,,4,12.0,1014.0,1.79,0,0,0,1,1,0,2011-04-22 21:00:00
22,,6,11.0,1014.0,3.58,0,0,0,1,1,0,2011-04-22 22:00:00
23,,7,11.0,1014.0,7.6,0,0,0,1,1,0,2011-04-22 23:00:00
0,49.0,7,10.0,1014.0,10.73,0,0,0,1,1,0,2011-04-23 00:00:00
1,,7,9.0,1014.0,12.52,0,0,0,1,1,0,2011-04-23 01:00:00
2,,6,9.0,1014.0,14.31,0,0,0,1,1,0,2011-04-23 02:00:00
3,,6,8.0,1013.0,15.2,0,0,0,1,1,0,2011-04-23 03:00:00
4,,6,8.0,1013.0,0.45,0,0,0,0,0,0,2011-04-23 04:00:00
5,,6,8.0,1013.0,0.9,0,0,0,0,0,0,2011-04-23 05:00:00
6,,7,8.0,1013.0,0.89,0,0,1,0,1,0,2011-04-23 06:00:00
7,,7,10.0,1014.0,2.68,0,0,1,0,1,0,2011-04-23 07:00:00
8,,7,11.0,1014.0,1.79,0,0,1,0,0,1,2011-04-23 08:00:00
9,,6,13.0,1014.0,4.92,0,0,1,0,0,1,2011-04-23 09:00:00
10,,3,16.0,1014.0,8.94,0,0,1,0,0,1,2011-04-23 10:00:00
11,,1,18.0,1013.0,14.75,0,0,1,0,0,1,2011-04-23 11:00:00
12,,-3,19.0,1012.0,4.92,0,0,1,0,1,0,2011-04-23 12:00:00
13,,0,17.0,1013.0,7.15,0,0,1,0,0,1,2011-04-23 13:00:00
14,,-1,18.0,1012.0,14.3,0,0,1,0,0,1,2011-04-23 14:00:00
15,16.0,1,17.0,1012.0,4.92,0,0,1,0,1,0,2011-04-23 15:00:00
16,,0,18.0,1012.0,1.79,0,0,0,0,0,0,2011-04-23 16:00:00
17,10.0,0,18.0,1012.0,8.05,0,0,1,0,0,1,2011-04-23 17:00:00
18,12.0,0,17.0,1012.0,15.2,0,0,1,0,0,1,2011-04-23 18:00:00
19,16.0,-2,16.0,1013.0,20.12,0,0,1,0,0,1,2011-04-23 19:00:00
20,14.0,-3,16.0,1013.0,28.17,0,0,1,0,0,1,2011-04-23 20:00:00
21,13.0,-3,15.0,1014.0,38.0,0,0,1,0,0,1,2011-04-23 21:00:00
22,12.0,-2,14.0,1015.0,49.18,0,0,1,0,0,1,2011-04-23 22:00:00
23,12.0,-2,13.0,1015.0,59.01,0,0,1,0,0,1,2011-04-23 23:00:00
0,,-2,13.0,1015.0,66.16,0,0,1,0,0,1,2011-04-24 00:00:00
1,9.0,-2,12.0,1014.0,73.31,0,0,1,0,0,1,2011-04-24 01:00:00
2,8.0,-2,12.0,1014.0,80.46,0,0,1,0,0,1,2011-04-24 02:00:00
3,11.0,-1,11.0,1014.0,85.38,0,0,1,0,0,1,2011-04-24 03:00:00
4,15.0,-1,11.0,1013.0,90.3,0,0,1,0,0,1,2011-04-24 04:00:00
5,16.0,-2,11.0,1013.0,96.11,0,0,1,0,0,1,2011-04-24 05:00:00
6,17.0,-1,11.0,1013.0,101.92,0,0,1,0,0,1,2011-04-24 06:00:00
7,23.0,-1,13.0,1014.0,107.73,0,0,1,0,0,1,2011-04-24 07:00:00
8,17.0,-2,15.0,1014.0,115.78,0,0,1,0,0,1,2011-04-24 08:00:00
9,19.0,-2,16.0,1013.0,123.83,0,0,1,0,0,1,2011-04-24 09:00:00
10,15.0,-3,18.0,1012.0,131.88,0,0,1,0,0,1,2011-04-24 10:00:00
11,22.0,-4,18.0,1011.0,139.93,0,0,1,0,0,1,2011-04-24 11:00:00
12,13.0,-3,19.0,1010.0,147.08,0,0,1,0,0,1,2011-04-24 12:00:00
13,14.0,-5,19.0,1009.0,155.13,0,0,1,0,0,1,2011-04-24 13:00:00
14,15.0,-6,20.0,1008.0,162.28,0,0,1,0,0,1,2011-04-24 14:00:00
15,10.0,-7,21.0,1007.0,3.13,0,0,0,0,0,0,2011-04-24 15:00:00
16,23.0,-6,22.0,1006.0,8.94,0,0,1,0,0,1,2011-04-24 16:00:00
17,14.0,-5,22.0,1006.0,16.09,0,0,1,0,0,1,2011-04-24 17:00:00
18,12.0,-3,20.0,1006.0,19.22,0,0,1,0,0,1,2011-04-24 18:00:00
19,13.0,-1,17.0,1006.0,1.79,0,0,0,1,1,0,2011-04-24 19:00:00
20,24.0,-2,16.0,1006.0,4.92,0,0,0,1,1,0,2011-04-24 20:00:00
21,32.0,-2,14.0,1007.0,6.71,0,0,0,1,1,0,2011-04-24 21:00:00
22,37.0,-1,13.0,1007.0,9.84,0,0,0,1,1,0,2011-04-24 22:00:00
23,41.0,2,12.0,1006.0,11.63,0,0,0,1,1,0,2011-04-24 23:00:00
0,,2,12.0,1006.0,13.42,0,0,0,1,1,0,2011-04-25 00:00:00
1,99.0,1,9.0,1006.0,0.89,0,0,0,0,0,0,2011-04-25 01:00:00
2,73.0,2,9.0,1006.0,1.78,0,0,0,0,0,0,2011-04-25 02:00:00
3,60.0,2,8.0,1005.0,2.67,0,0,0,0,0,0,2011-04-25 03:00:00
4,78.0,2,9.0,1005.0,3.56,0,0,0,0,0,0,2011-04-25 04:00:00
5,96.0,2,10.0,1004.0,3.13,0,0,0,1,1,0,2011-04-25 05:00:00
6,91.0,2,11.0,1004.0,4.92,0,0,0,1,1,0,2011-04-25 06:00:00
7,93.0,2,12.0,1004.0,1.79,0,0,1,0,1,0,2011-04-25 07:00:00
8,122.0,3,13.0,1004.0,0.89,0,0,0,0,0,0,2011-04-25 08:00:00
9,165.0,3,14.0,1004.0,3.13,0,0,0,1,1,0,2011-04-25 09:00:00
10,156.0,3,14.0,1004.0,4.92,0,0,0,1,1,0,2011-04-25 10:00:00
11,162.0,4,15.0,1003.0,6.71,0,0,0,1,1,0,2011-04-25 11:00:00
12,167.0,4,15.0,1002.0,9.84,0,0,0,1,1,0,2011-04-25 12:00:00
13,167.0,5,17.0,1002.0,12.97,0,0,0,1,1,0,2011-04-25 13:00:00
14,155.0,5,18.0,1001.0,16.1,0,0,0,1,1,0,2011-04-25 14:00:00
15,126.0,5,18.0,1001.0,19.23,0,0,0,1,1,0,2011-04-25 15:00:00
16,117.0,5,18.0,1001.0,24.15,0,0,0,1,1,0,2011-04-25 16:00:00
17,97.0,5,17.0,1001.0,28.17,0,0,0,1,1,0,2011-04-25 17:00:00
18,95.0,7,16.0,1002.0,31.3,0,0,0,1,1,0,2011-04-25 18:00:00
19,90.0,7,15.0,1002.0,33.09,0,0,0,1,1,0,2011-04-25 19:00:00
20,93.0,7,14.0,1003.0,33.98,0,0,0,1,1,0,2011-04-25 20:00:00
21,100.0,7,14.0,1003.0,35.77,0,0,0,1,1,0,2011-04-25 21:00:00
22,83.0,8,12.0,1003.0,36.66,0,0,0,1,1,0,2011-04-25 22:00:00
23,96.0,7,11.0,1004.0,37.55,0,0,0,1,1,0,2011-04-25 23:00:00
0,103.0,7,11.0,1004.0,40.68,0,0,0,1,1,0,2011-04-26 00:00:00
1,138.0,7,11.0,1003.0,43.81,0,0,0,1,1,0,2011-04-26 01:00:00
2,148.0,6,11.0,1003.0,45.6,0,0,0,1,1,0,2011-04-26 02:00:00
3,126.0,6,9.0,1003.0,46.49,0,0,0,1,1,0,2011-04-26 03:00:00
4,101.0,5,9.0,1002.0,0.45,0,0,0,0,0,0,2011-04-26 04:00:00
5,104.0,6,8.0,1003.0,1.79,0,0,1,0,0,1,2011-04-26 05:00:00
6,116.0,6,9.0,1003.0,0.89,0,0,0,1,1,0,2011-04-26 06:00:00
7,143.0,7,12.0,1003.0,0.89,0,0,0,0,0,0,2011-04-26 07:00:00
8,151.0,6,15.0,1003.0,3.13,0,0,0,1,1,0,2011-04-26 08:00:00
9,149.0,7,16.0,1003.0,4.92,0,0,0,1,1,0,2011-04-26 09:00:00
10,86.0,4,18.0,1003.0,7.15,0,0,0,0,0,0,2011-04-26 10:00:00
11,51.0,1,20.0,1002.0,8.94,0,0,1,0,0,1,2011-04-26 11:00:00
12,41.0,1,21.0,1002.0,20.12,0,0,1,0,0,1,2011-04-26 12:00:00
13,31.0,1,19.0,1002.0,32.19,0,0,1,0,0,1,2011-04-26 13:00:00
14,26.0,6,15.0,1004.0,8.94,0,1,1,0,1,0,2011-04-26 14:00:00
15,20.0,5,14.0,1006.0,8.05,0,0,1,0,0,1,2011-04-26 15:00:00
16,15.0,4,14.0,1006.0,15.2,0,0,1,0,0,1,2011-04-26 16:00:00
17,13.0,3,15.0,1007.0,21.01,0,0,1,0,0,1,2011-04-26 17:00:00
18,16.0,3,15.0,1007.0,25.03,0,0,1,0,0,1,2011-04-26 18:00:00
19,18.0,3,15.0,1007.0,28.16,0,0,1,0,0,1,2011-04-26 19:00:00
20,22.0,4,11.0,1008.0,0.89,0,0,1,0,1,0,2011-04-26 20:00:00
21,63.0,4,9.0,1008.0,0.89,0,0,0,0,0,0,2011-04-26 21:00:00
22,68.0,4,10.0,1008.0,1.78,0,0,0,0,0,0,2011-04-26 22:00:00
23,82.0,4,7.0,1008.0,2.23,0,0,0,0,0,0,2011-04-26 23:00:00
0,79.0,4,7.0,1008.0,1.79,0,0,1,0,1,0,2011-04-27 00:00:00
1,51.0,4,7.0,1008.0,1.79,0,0,1,0,0,1,2011-04-27 01:00:00
2,46.0,3,6.0,1009.0,4.92,0,0,1,0,0,1,2011-04-27 02:00:00
3,67.0,3,5.0,1009.0,8.05,0,0,1,0,0,1,2011-04-27 03:00:00
4,54.0,3,5.0,1009.0,9.84,0,0,1,0,0,1,2011-04-27 04:00:00
5,43.0,2,6.0,1010.0,12.97,0,0,1,0,0,1,2011-04-27 05:00:00
6,42.0,3,7.0,1010.0,16.1,0,0,1,0,0,1,2011-04-27 06:00:00
7,44.0,4,10.0,1012.0,0.89,0,0,0,0,0,0,2011-04-27 07:00:00
8,29.0,3,14.0,1013.0,1.79,0,0,0,1,1,0,2011-04-27 08:00:00
9,29.0,-4,16.0,1013.0,5.81,0,0,1,0,1,0,2011-04-27 09:00:00
10,25.0,-4,18.0,1013.0,10.73,0,0,1,0,1,0,2011-04-27 10:00:00
11,20.0,-3,18.0,1012.0,13.86,0,0,1,0,1,0,2011-04-27 11:00:00
12,19.0,-2,20.0,1011.0,3.13,0,0,0,1,1,0,2011-04-27 12:00:00
13,25.0,-3,20.0,1011.0,3.13,0,0,1,0,1,0,2011-04-27 13:00:00
14,27.0,-3,21.0,1010.0,1.79,0,0,0,0,0,0,2011-04-27 14:00:00
15,27.0,-2,22.0,1009.0,4.02,0,0,0,1,1,0,2011-04-27 15:00:00
16,36.0,2,20.0,1009.0,11.17,0,0,0,1,1,0,2011-04-27 16:00:00
17,39.0,2,19.0,1009.0,16.98,0,0,0,1,1,0,2011-04-27 17:00:00
18,47.0,1,18.0,1009.0,21.0,0,0,0,1,1,0,2011-04-27 18:00:00
19,62.0,2,16.0,1009.0,24.13,0,0,0,1,1,0,2011-04-27 19:00:00
20,64.0,4,15.0,1010.0,28.15,0,0,0,1,1,0,2011-04-27 20:00:00
21,73.0,3,15.0,1010.0,33.07,0,0,0,1,1,0,2011-04-27 21:00:00
22,59.0,4,12.0,1011.0,34.86,0,0,0,1,1,0,2011-04-27 22:00:00
23,60.0,4,12.0,1011.0,37.99,0,0,0,1,1,0,2011-04-27 23:00:00
0,61.0,4,12.0,1011.0,41.12,0,0,0,1,1,0,2011-04-28 00:00:00
1,61.0,3,12.0,1011.0,42.91,0,0,0,1,1,0,2011-04-28 01:00:00
2,59.0,4,12.0,1010.0,44.7,0,0,0,1,1,0,2011-04-28 02:00:00
3,63.0,5,13.0,1009.0,48.72,0,0,0,1,1,0,2011-04-28 03:00:00
4,70.0,4,11.0,1009.0,1.79,0,0,0,0,0,0,2011-04-28 04:00:00
5,64.0,4,10.0,1009.0,1.79,0,0,1,0,1,0,2011-04-28 05:00:00
6,75.0,4,10.0,1009.0,1.79,0,0,0,1,1,0,2011-04-28 06:00:00
7,82.0,5,12.0,1009.0,3.58,0,0,0,1,1,0,2011-04-28 07:00:00
8,93.0,4,13.0,1009.0,5.37,0,0,0,1,1,0,2011-04-28 08:00:00
9,90.0,3,15.0,1009.0,3.13,0,0,1,0,1,0,2011-04-28 09:00:00
10,84.0,2,17.0,1008.0,4.92,0,0,1,0,1,0,2011-04-28 10:00:00
